chromosome	strand	start_fw	end_fw	CGs_fw	length_fw	score_fw	start_rev	end_rev	CGs_rev	length_rev	score_rev	length_product	score_product	cov_contr	cov_tumor	meth_contr	meth_tumor	gc_fw	gc_rev	gene
chr22	-	42720180	42720200	3	20	1922.95	42720360	42720384	3	24	1600.73	204	3523.68	14.4	22.84	0.0	84.78	0.75	0.75	A4GALT A4GALT A4GALT A4GALT A4GALT A4GALT A4GALT A4GALT A4GALT A4GALT A4GALT A4GALT
chr9	-	70043921	70043943	3	22	1765.59	70044098	70044116	3	18	1757.91	195	3523.5	13.24	19.66	0.0	97.35	0.77	0.77	LOC124902179 LOC124902179 MAMDC2 MAMDC2 MAMDC2 MAMDC2 MAMDC2 MAMDC2 MAMDC2
chr11	-	57476484	57476503	3	19	1686.94	57476580	57476601	3	21	1834.32	117	3521.26	19.52	24.1	1.7	79.8	0.74	0.74	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr7	-	139035814	139035837	4	23	1693.73	139036021	139036042	4	21	1826.72	228	3520.45	15.55	35.7	0.19	41.4	0.87	0.87	ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L
chr12	+	48004129	48004147	3	18	1482.8	48004382	48004404	4	22	2037.22	275	3520.02	15.96	17.48	0.86	94.88	0.67	0.67	COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1
chr17	+	61409495	61409517	3	22	1883.66	61409682	61409706	3	24	1634.33	211	3517.99	17.56	21.44	0.67	90.66	0.86	0.86	
chr3	-	194687243	194687266	3	23	1751.71	194687545	194687566	3	21	1764.58	323	3516.29	16.0	20.54	0.9	97.34	0.7	0.7	FAM43A FAM43A FAM43A FAM43A
chr9	+	126610759	126610778	3	19	1508.54	126610875	126610895	4	20	2006.04	136	3514.58	15.61	18.15	0.0	94.58	0.63	0.63	LMX1B-DT LMX1B-DT LMX1B-DT LMX1B-DT
chr15	+	99806519	99806540	4	21	1824.4	99806659	99806677	3	18	1688.45	158	3512.85	19.0	22.1	0.46	75.37	0.71	0.71	DNM1P46 DNM1P46
chrX	+	3843295	3843315	5	20	2823.28	3843672	3843693	3	21	687.81	398	3511.09	24.68	38.8	0.82	33.3	0.9	0.9	LOC389906 LOC389906
chr14	-	24310961	24310982	3	21	1806.41	24311294	24311318	3	24	1704.48	357	3510.89	16.9	20.03	0.21	96.25	0.62	0.62	CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2
chr10	+	79242836	79242857	6	21	2121.35	79242953	79242976	4	23	1387.27	140	3508.62	15.05	13.1	0.25	90.68	0.76	0.76	ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1
chrX	-	25002640	25002663	7	23	2160.67	25002916	25002937	4	21	1347.75	297	3508.42	9.74	12.0	0.0	92.04	0.91	0.91	
chr8	-	79891518	79891537	5	19	2277.5	79891751	79891771	3	20	1229.95	253	3507.45	15.9	15.74	1.08	91.12	0.95	0.95	
chr20	-	31587655	31587676	4	21	2084.15	31587991	31588011	3	20	1420.17	356	3504.32	20.3	24.02	0.78	67.16	0.76	0.76	
chr14	-	24310967	24310988	3	21	1798.44	24311294	24311318	3	24	1704.48	351	3502.92	16.9	19.96	0.55	96.42	0.67	0.67	CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2
chr15	-	22787181	22787205	3	24	1831.43	22787294	22787316	3	22	1671.45	135	3502.88	15.2	20.8	0.8	93.53	0.88	0.88	NIPA1 NIPA1 NIPA1
chr7	-	128869498	128869517	3	19	1230.03	128869562	128869585	3	23	2271.67	87	3501.7	15.17	34.43	0.22	56.78	0.74	0.74	SPMIP1 SPMIP1 SPMIP1
chr19	+	38264547	38264571	3	24	1326.43	38264852	38264873	4	21	2171.83	326	3498.26	17.13	19.26	0.26	85.71	0.62	0.62	
chrX	-	25002648	25002668	7	20	2149.24	25002916	25002937	4	21	1347.75	289	3496.99	9.74	12.0	0.0	91.3	0.95	0.95	
chr17	+	2056785	2056809	3	24	1723.87	2057153	2057172	3	19	1771.93	387	3495.8	15.44	21.96	0.9	87.8	0.67	0.67	HIC1 HIC1 HIC1 HIC1 HIC1 HIC1 HIC1
chr1	+	161524756	161524776	3	20	1668.74	161524877	161524897	3	20	1826.41	141	3495.15	17.42	19.8	0.78	96.87	0.7	0.7	HSPA6 HSPA6 HSPA6 HSPA6
chr1	+	232805594	232805616	4	22	1790.14	232805876	232805898	3	22	1703.22	304	3493.36	14.38	20.1	0.36	84.17	0.86	0.86	MAP10 MAP10 MAP10 MAP10
chr9	+	113349687	113349710	4	23	1508.21	113349741	113349764	5	23	1985.01	77	3493.22	17.98	28.0	0.74	46.05	0.83	0.83	BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY BSPRY
chr11	-	57476484	57476503	3	19	1686.94	57476731	57476752	3	21	1806.01	268	3492.95	19.5	24.3	1.04	78.67	0.74	0.74	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr8	+	120124866	120124889	5	23	2184.48	120124906	120124928	3	22	1305.95	62	3490.43	16.84	17.2	0.74	86.65	0.83	0.83	COL14A1 COL14A1 COL14A1
chr11	+	35619531	35619550	3	19	1472.06	35619730	35619748	4	18	2018.12	217	3490.18	12.77	18.26	0.0	90.4	0.68	0.68	FJX1 FJX1 FJX1 FJX1
chr19	+	55383837	55383857	3	20	1443.14	55384193	55384217	4	24	2046.58	380	3489.72	20.68	18.3	0.21	90.06	0.85	0.85	TMEM238 TMEM238 TMEM238 TMEM238
chr1	+	161524756	161524776	3	20	1668.74	161524889	161524908	3	19	1820.7	152	3489.44	17.42	19.76	1.08	96.87	0.7	0.7	HSPA6 HSPA6 HSPA6 HSPA6
chr17	-	82030907	82030929	4	22	2010.64	82031055	82031077	3	22	1476.51	170	3487.15	18.16	19.98	0.58	80.07	0.68	0.68	LRRC45 LRRC45 LRRC45
chr7	-	128869507	128869528	3	21	1304.54	128869558	128869581	3	23	2182.25	74	3486.79	15.18	34.44	0.22	56.36	0.67	0.67	SPMIP1 SPMIP1 SPMIP1
chr19	+	55383821	55383839	3	18	1439.81	55384193	55384217	4	24	2046.58	396	3486.39	20.68	18.3	0.64	90.1	0.94	0.94	TMEM238 TMEM238 TMEM238 TMEM238
chr17	+	82031630	82031651	3	21	1202.46	82031727	82031745	7	18	2282.33	115	3484.79	19.16	22.8	0.7	49.43	0.9	0.9	
chr17	+	2057158	2057180	3	22	1883.61	2057313	2057335	3	22	1599.17	177	3482.78	15.54	21.5	0.34	89.64	0.91	0.91	HIC1 HIC1 HIC1 HIC1 HIC1 HIC1 HIC1
chr11	+	65787094	65787113	3	19	1411.02	65787432	65787456	4	24	2070.68	362	3481.7	20.04	18.01	1.16	92.68	0.74	0.74	OVOL1 OVOL1 OVOL1
chr14	-	24310982	24311000	3	18	1776.89	24311294	24311318	3	24	1704.48	336	3481.37	16.9	19.9	0.82	96.12	0.72	0.72	CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB CIDEB LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2 LTB4R2
chr2	+	231614821	231614844	3	23	1710.43	231614940	231614963	3	23	1770.7	142	3481.13	18.9	19.7	0.55	96.5	0.87	0.87	
chr2	-	25277124	25277143	4	19	1662.96	25277468	25277488	4	20	1814.45	364	3477.41	13.78	16.42	0.92	85.63	0.74	0.74	DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A
chr17	-	83081369	83081390	3	21	1776.33	83081437	83081457	3	20	1700.97	88	3477.3	20.4	20.3	2.84	92.64	0.71	0.71	METRNL METRNL METRNL METRNL
chr19	-	16325664	16325685	4	21	1996.14	16325751	16325773	3	22	1480.66	109	3476.8	16.76	18.43	0.73	88.92	0.86	0.86	KLF2 KLF2 KLF2 KLF2
chr1	+	232805594	232805616	4	22	1790.14	232805853	232805876	3	23	1685.23	282	3475.37	14.16	20.1	0.3	83.58	0.86	0.86	MAP10 MAP10 MAP10 MAP10
chr9	+	37034375	37034397	3	22	2143.13	37034592	37034613	3	21	1331.85	238	3474.98	17.1	25.8	0.26	74.16	0.68	0.68	
chr19	-	18429122	18429145	4	23	2386.96	18429229	18429247	3	18	1086.82	125	3473.78	15.76	21.35	0.26	76.78	0.78	0.78	SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4 SSBP4
chr2	-	25277124	25277143	4	19	1662.96	25277447	25277468	4	21	1809.67	344	3472.63	13.73	16.5	0.5	85.1	0.74	0.74	DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A
chr3	-	194687074	194687093	3	19	1720.84	194687243	194687266	3	23	1751.71	192	3472.55	16.8	21.04	0.0	94.04	0.84	0.84	FAM43A FAM43A FAM43A FAM43A
chr3	-	156826286	156826310	4	24	1907.21	156826580	156826604	3	24	1564.24	318	3471.45	14.2	25.0	0.94	66.38	0.79	0.79	
chr20	-	31587655	31587676	4	21	2084.15	31587941	31587960	3	19	1386.54	305	3470.69	20.24	24.12	0.96	65.65	0.76	0.76	
chrX	-	25002636	25002660	7	24	2121.36	25002916	25002937	4	21	1347.75	301	3469.11	9.75	12.0	0.0	91.94	0.88	0.88	
chr8	-	143973466	143973489	4	23	1863.46	143973670	143973693	4	23	1604.77	227	3468.23	16.4	21.38	0.39	67.83	0.91	0.91	PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC
chr20	-	31587941	31587960	3	19	1386.54	31588011	31588033	4	22	2080.54	92	3467.08	20.06	23.42	1.7	67.2	0.79	0.79	
chr6	+	36130320	36130340	3	20	1277.03	36130537	36130561	5	24	2187.71	241	3464.74	15.2	15.2	1.66	93.14	0.8	0.8	
chrX	-	25002640	25002663	7	23	2160.67	25002909	25002933	4	24	1303.79	293	3464.46	9.56	12.0	0.0	90.85	0.91	0.91	
chrX	-	25002631	25002654	7	23	2114.57	25002916	25002937	4	21	1347.75	306	3462.32	9.77	12.0	0.0	91.65	0.87	0.87	
chr19	-	52535852	52535876	3	24	1428.16	52535921	52535939	4	18	2033.8	87	3461.96	16.48	17.55	0.72	93.64	0.75	0.75	ZNF808 ZNF808 ZNF808 ZNF808 ZNF808 ZNF808 ZNF808
chr3	-	71065369	71065391	3	22	1666.67	71065569	71065592	3	23	1788.95	223	3455.62	16.24	19.63	0.34	94.96	0.77	0.77	FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1
chr19	-	16325487	16325509	4	22	1393.12	16325674	16325695	4	21	2061.58	208	3454.7	16.63	18.5	0.26	77.58	0.82	0.82	KLF2 KLF2 KLF2 KLF2
chrX	-	25002648	25002668	7	20	2149.24	25002909	25002933	4	24	1303.79	285	3453.03	9.56	12.0	0.0	90.11	0.95	0.95	
chr8	-	143973370	143973390	3	20	1588.36	143973466	143973489	4	23	1863.46	119	3451.82	16.8	21.3	0.5	77.97	0.8	0.8	PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC
chr11	-	827288	827307	4	19	2031.14	827445	827467	3	22	1418.53	179	3449.67	19.96	17.98	0.86	88.57	0.89	0.89	CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B CRACR2B
chr1	+	161524756	161524776	3	20	1668.74	161524867	161524889	3	22	1779.48	133	3448.22	17.42	19.8	0.78	95.61	0.7	0.7	HSPA6 HSPA6 HSPA6 HSPA6
chr6	+	36130320	36130340	3	20	1277.03	36130541	36130564	5	23	2170.99	244	3448.02	15.22	15.2	1.66	92.81	0.8	0.8	
chr13	-	32427416	32427440	3	24	1514.16	32427793	32427813	4	20	1933.68	397	3447.84	17.13	16.8	0.0	96.35	0.92	0.92	N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1
chr17	-	78359177	78359201	3	24	1675.34	78359408	78359426	3	18	1769.38	249	3444.72	17.03	21.18	0.0	95.3	0.79	0.79	SOCS3 SOCS3 SOCS3 SOCS3
chr17	-	39224941	39224963	3	22	1435.2	39225111	39225129	4	18	2008.66	188	3443.86	15.73	16.9	0.8	92.66	0.73	0.73	STAC2 STAC2 STAC2 STAC2 STAC2 STAC2 STAC2
chr21	+	36708931	36708952	3	21	1890.95	36709265	36709285	3	20	1552.42	354	3443.37	17.02	20.98	1.11	95.87	0.9	0.9	SIM2 SIM2 SIM2 SIM2 SIM2 LOC107985492 LOC107985492 LOC107985492 LOC107985492 LOC107985492
chr17	+	2057313	2057335	3	22	1599.17	2057405	2057429	3	24	1842.76	116	3441.93	15.64	21.2	0.91	89.86	0.73	0.73	HIC1 HIC1 HIC1 HIC1 HIC1 HIC1 HIC1
chr1	+	232805594	232805616	4	22	1790.14	232805700	232805721	3	21	1651.17	127	3441.31	14.24	20.0	0.6	83.27	0.86	0.86	MAP10 MAP10 MAP10 MAP10
chr11	+	65786862	65786884	3	22	1469.87	65787132	65787154	4	22	1967.29	292	3437.16	20.06	17.74	0.6	93.74	0.59	0.59	
chr17	+	61409474	61409495	3	21	1801.81	61409682	61409706	3	24	1634.33	232	3436.14	17.37	21.4	0.34	88.59	0.71	0.71	
chr2	+	240455947	240455968	3	21	1385.25	240456163	240456181	4	18	2050.28	234	3435.53	14.3	17.8	0.82	90.29	0.76	0.76	GPC1 GPC1 GPC1 GPC1 GPC1-AS1 GPC1-AS1
chr8	-	143973270	143973292	4	22	1845.94	143973370	143973390	3	20	1588.36	120	3434.3	17.2	21.4	0.7	77.36	0.77	0.77	PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC PLEC
chrX	-	25002633	25002657	7	24	2084.77	25002916	25002937	4	21	1347.75	304	3432.52	9.75	12.0	0.0	91.25	0.88	0.88	
chr3	+	158732122	158732146	3	24	1691.94	158732339	158732361	3	22	1739.07	239	3431.01	17.02	21.76	0.6	88.02	0.75	0.75	RARRES1 RARRES1 RARRES1 RARRES1
chr8	+	94948636	94948656	3	20	1731.02	94948883	94948906	4	23	1699.5	270	3430.52	15.7	20.84	0.56	80.7	0.75	0.75	NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 TP53INP1 TP53INP1 TP53INP1
chr14	-	102544740	102544758	3	18	1733.78	102544915	102544936	3	21	1696.32	196	3430.1	19.3	19.8	0.98	96.96	0.94	0.94	
chr6	-	21587279	21587297	3	18	1890.76	21587479	21587499	3	20	1536.62	220	3427.38	16.4	21.56	1.31	87.35	0.61	0.61	
chrX	-	25002636	25002660	7	24	2121.36	25002909	25002933	4	24	1303.79	297	3425.15	9.57	12.0	0.0	90.75	0.88	0.88	
chr15	+	101745841	101745865	3	24	658.08	101746069	101746090	5	21	2766.82	249	3424.9	17.6	22.8	0.49	56.2	0.88	0.88	
chr2	+	118224357	118224380	4	23	1664.72	118224486	118224509	4	23	1759.72	152	3424.44	14.59	17.98	0.22	79.98	0.91	0.91	LOC105373578 LOC105373578 LOC105373578
chr10	+	79242831	79242854	6	23	2037.09	79242953	79242976	4	23	1387.27	145	3424.36	15.07	13.1	0.25	89.02	0.74	0.74	ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1
chr9	+	113349512	113349536	3	24	1439.23	113349741	113349764	5	23	1985.01	252	3424.24	18.1	28.2	0.8	51.28	0.88	0.88	
chr3	-	105367847	105367868	3	21	1788.91	105368051	105368073	3	22	1635.22	226	3424.13	17.43	19.97	0.78	94.6	0.52	0.52	ALCAM ALCAM ALCAM ALCAM ALCAM
chr9	+	136659211	136659234	3	23	1324.36	136659439	136659461	3	22	2099.66	250	3424.02	19.84	27.46	1.97	69.71	0.74	0.74	HSPC324 HSPC324 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7 EGFL7
chr6	+	36130320	36130340	3	20	1277.03	36130527	36130547	5	20	2146.22	227	3423.25	15.17	15.2	1.84	92.26	0.8	0.8	
chr11	+	61827854	61827876	3	22	1686.56	61827904	61827924	3	20	1736.47	70	3423.03	19.6	22.2	1.35	85.22	0.73	0.73	FADS2 FADS2 FADS2 FADS2 FADS2
chr17	+	2057313	2057335	3	22	1599.17	2057532	2057554	3	22	1823.04	241	3422.21	15.54	21.14	0.28	89.72	0.73	0.73	HIC1 HIC1 HIC1 HIC1 HIC1 HIC1 HIC1
chr13	+	20773676	20773700	4	24	1967.27	20773926	20773948	3	22	1453.38	272	3420.65	19.4	17.7	0.26	91.73	0.83	0.83	EEF1AKMT1 EEF1AKMT1 EEF1AKMT1 EEF1AKMT1
chrX	-	25002631	25002654	7	23	2114.57	25002909	25002933	4	24	1303.79	302	3418.36	9.59	12.0	0.0	90.46	0.87	0.87	
chr10	+	79242828	79242848	6	20	2030.66	79242953	79242976	4	23	1387.27	148	3417.93	15.07	13.08	0.43	88.95	0.7	0.7	ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1 ZMIZ1
chr4	+	86936031	86936050	4	19	2148.4	86936260	86936282	3	22	1268.7	251	3417.1	17.06	20.74	0.3	76.63	0.68	0.68	C4orf36 C4orf36 C4orf36 C4orf36 C4orf36 C4orf36 C4orf36 AFF1 AFF1 AFF1 AFF1 AFF1 AFF1 AFF1 AFF1 AFF1 AFF1 AFF1 AFF1
chr3	-	48990295	48990315	3	20	1711.18	48990357	48990376	3	19	1704.32	81	3415.5	14.8	23.73	0.0	80.31	0.85	0.85	P4HTM P4HTM P4HTM P4HTM P4HTM P4HTM P4HTM P4HTM P4HTM P4HTM P4HTM P4HTM
chr3	-	139677731	139677755	4	24	1979.4	139677794	139677817	6	23	1436.07	86	3415.47	12.61	20.8	0.0	57.28	0.75	0.75	NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3 NMNAT3
chr17	+	48578073	48578097	3	24	1364.97	48578128	48578149	5	21	2050.11	76	3415.08	18.76	17.52	0.5	82.02	0.88	0.88	HOXB3 HOXB3 HOXB3 HOXB3 HOXB3 HOXB3 HOXB3 HOXB3 HOXB4 HOXB4 HOXB4 HOXB4
chr7	-	128869498	128869517	3	19	1230.03	128869558	128869581	3	23	2182.25	83	3412.28	15.18	34.47	0.22	55.38	0.74	0.74	SPMIP1 SPMIP1 SPMIP1
chr20	+	21100292	21100316	3	24	1759.77	21100358	21100378	3	20	1649.12	86	3408.89	13.03	20.4	0.0	92.66	0.62	0.62	LINC00237 LINC00237
chr9	-	121299682	121299702	3	20	1877.66	121299796	121299818	3	22	1528.38	136	3406.04	15.06	22.1	0.18	85.04	0.75	0.75	GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN GSN
chr3	-	71065348	71065371	3	23	1617.09	71065569	71065592	3	23	1788.95	244	3406.04	16.27	19.63	0.69	93.82	0.78	0.78	FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1
chr3	-	71065369	71065391	3	22	1666.67	71065545	71065569	3	24	1737.17	200	3403.84	16.27	19.57	0.91	93.64	0.77	0.77	FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1 FOXP1
chr22	+	31345316	31345334	3	18	1625.79	31345430	31345454	3	24	1776.7	138	3402.49	18.1	20.8	1.25	93.26	0.78	0.78	PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1
chr2	+	118224357	118224380	4	23	1664.72	118224483	118224504	4	21	1737.33	147	3402.05	14.52	17.98	0.22	79.54	0.91	0.91	LOC105373578 LOC105373578 LOC105373578
chr19	-	52535871	52535892	3	21	1367.1	52535921	52535939	4	18	2033.8	68	3400.9	16.58	17.55	0.72	91.5	0.86	0.86	ZNF808 ZNF808 ZNF808 ZNF808 ZNF808 ZNF808 ZNF808
chr22	-	19718956	19718977	3	21	882.63	19719002	19719020	4	18	2518.19	64	3400.82	20.11	29.89	2.17	51.32	0.86	0.86	SEPTIN5 SEPTIN5 SEPTIN5 SEPT5-GP1BB SEPT5-GP1BB SEPT5-GP1BB
chr8	+	94949066	94949090	3	24	1336.3	94949206	94949227	4	21	2064.49	161	3400.79	16.38	20.78	0.84	76.76	0.79	0.79	NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 NDUFAF6 TP53INP1 TP53INP1 TP53INP1
chr13	-	32427633	32427652	3	19	1466.85	32427793	32427813	4	20	1933.68	180	3400.53	17.1	16.4	0.57	97.08	0.58	0.58	N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1 N4BP2L1
chr2	+	118224367	118224388	4	21	1639.45	118224486	118224509	4	23	1759.72	142	3399.17	14.59	18.0	0.22	79.52	0.9	0.9	LOC105373578 LOC105373578 LOC105373578
chr9	+	125889797	125889818	3	21	1225.79	125889860	125889883	4	23	2170.85	86	3396.64	12.84	20.2	0.0	76.9	0.81	0.81	PBX3 PBX3 PBX3 PBX3 PBX3 PBX3 PBX3 PBX3 PBX3 PBX3 PBX3 PBX3 PBX3
chr8	+	81732375	81732397	3	22	1786.14	81732417	81732438	3	21	1605.75	63	3391.89	20.06	21.7	1.83	86.17	0.82	0.82	
chr21	+	36708923	36708943	3	20	1837.47	36709265	36709285	3	20	1552.42	362	3389.89	17.02	20.94	0.78	94.69	0.85	0.85	SIM2 SIM2 SIM2 SIM2 SIM2 LOC107985492 LOC107985492 LOC107985492 LOC107985492 LOC107985492
chr19	-	16325487	16325509	4	22	1393.12	16325664	16325685	4	21	1996.14	198	3389.26	16.63	18.5	0.66	75.98	0.82	0.82	KLF2 KLF2 KLF2 KLF2
chrX	-	25002633	25002657	7	24	2084.77	25002909	25002933	4	24	1303.79	300	3388.56	9.57	12.0	0.0	90.06	0.88	0.88	
chr9	+	126610759	126610778	3	19	1508.54	126610867	126610887	4	20	1876.58	128	3385.12	15.58	18.12	0.19	91.72	0.63	0.63	LMX1B-DT LMX1B-DT LMX1B-DT LMX1B-DT
chr1	+	2529425	2529448	4	23	1617.15	2529803	2529823	4	20	1767.25	398	3384.4	13.62	14.68	0.0	95.72	0.83	0.83	HES5 HES5 HES5 HES5 HES5
chr22	+	31345316	31345334	3	18	1625.79	31345465	31345486	3	21	1757.23	170	3383.02	18.1	20.93	1.36	91.58	0.78	0.78	PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1
chr2	-	222306132	222306152	3	20	1691.43	222306176	222306198	3	22	1690.76	66	3382.19	15.3	18.94	0.56	98.24	0.6	0.6	
chrX	+	130171936	130171954	4	18	1731.08	130171986	130172004	4	18	1649.78	68	3380.86	9.98	14.7	0.0	94.95	0.67	0.67	RAB33A RAB33A
chr22	+	31345329	31345350	3	21	1603.48	31345430	31345454	3	24	1776.7	125	3380.18	18.06	20.84	1.25	92.67	0.71	0.71	PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1
chr7	-	128104100	128104119	4	19	2107.43	128104184	128104208	3	24	1270.75	108	3378.18	18.25	35.24	0.87	43.77	0.84	0.84	
chr19	-	48330296	48330320	3	24	1477.98	48330477	48330496	4	19	1899.43	200	3377.41	18.0	16.6	1.3	97.18	0.67	0.67	EMP3 EMP3 EMP3 EMP3
chr2	+	118224367	118224388	4	21	1639.45	118224483	118224504	4	21	1737.33	137	3376.78	14.52	18.0	0.22	79.08	0.9	0.9	LOC105373578 LOC105373578 LOC105373578
chrX	+	3843504	3843526	4	22	2372.17	3843658	3843680	4	22	999.16	176	3371.33	24.0	38.95	1.02	35.33	0.91	0.91	LOC389906 LOC389906 LOC389906
chr17	+	2057153	2057172	3	19	1771.93	2057313	2057335	3	22	1599.17	182	3371.1	15.54	21.5	0.0	86.78	0.95	0.95	HIC1 HIC1 HIC1 HIC1 HIC1 HIC1 HIC1
chr22	+	31345316	31345334	3	18	1625.79	31345435	31345457	3	22	1742.14	141	3367.93	18.45	20.83	0.94	92.28	0.78	0.78	PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1
